displayName,rating,userRatingCount,primaryType,placeUri,address,latitude,longitude,weekdayDescriptions,nextCloseTime,neighborhood,nextCloseHour,trueCoffee,5,4,3,2,1,adjustedRating
Cafe the Barrel,4.8,366,bar,https://maps.google.com/?cid=15423918902409021913&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Jonge Roelensteeg 4 H, 1012 PL Amsterdam, Netherlands",52.3721512,4.8917570999999995,"Monday: 3:00 PM - 1:00 AM
Tuesday: 3:00 PM - 1:00 AM
Wednesday: 3:00 PM - 1:00 AM
Thursday: 3:00 PM - 1:00 AM
Friday: 3:00 PM - 1:00 AM
Saturday: 3:00 PM - 1:00 AM
Sunday: 2:00 PM - 12:00 AM",2025-10-21T23:00:00Z,Amsterdam Centrum,1,0,334,16,9,1,6,4.750137495620854
Café Hill Street Blues,4.6,3849,bar,https://maps.google.com/?cid=17149274136780654060&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Warmoesstraat 52A, 1012 JE Amsterdam, Netherlands",52.375479,4.898224,"Monday: 12:00 PM - 1:00 AM
Tuesday: 12:00 PM - 1:00 AM
Wednesday: 12:00 PM - 1:00 AM
Thursday: 12:00 PM - 1:00 AM
Friday: 12:00 PM - 3:00 AM
Saturday: 12:00 PM - 3:00 AM
Sunday: 12:00 PM - 1:00 AM",2025-10-21T23:00:00Z,Amsterdam Centrum,1,0,2769,740,199,56,85,4.547997483400346
Melly's Cookies Bar,4.7,709,bakery,https://maps.google.com/?cid=7400712935824600495&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Nieuwezijds Voorburgwal 137, 1012 RJ Amsterdam, Netherlands",52.3740056,4.891257599999999,"Monday: 8:30 AM - 7:00 PM
Tuesday: 8:30 AM - 7:00 PM
Wednesday: 8:30 AM - 7:00 PM
Thursday: 8:30 AM - 7:00 PM
Friday: 8:30 AM - 7:00 PM
Saturday: 8:30 AM - 7:00 PM
Sunday: 8:30 AM - 7:00 PM",2025-10-21T17:00:00Z,Amsterdam Centrum,19,1,568,94,13,13,21,4.592027030605212
Priesthood,4.9,187,cafe,https://maps.google.com/?cid=17606743619959952587&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Prins Hendrikkade 51, 1012 AC Amsterdam, Netherlands",52.376584,4.899513,"Monday: Closed
Tuesday: 11:00 AM - 3:00 PM
Wednesday: 11:00 AM - 3:00 PM
Thursday: 11:00 AM - 3:00 PM
Friday: 11:00 AM - 3:00 PM
Saturday: Closed
Sunday: Closed",,Amsterdam Centrum,,1,173,7,5,1,1,4.748202675223798
Alpha coffee Amsterdam,4.9,242,coffee_shop,https://maps.google.com/?cid=4986897687822909375&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Amstel 47, 1011 PW Amsterdam, Netherlands",52.3662631,4.9018763,"Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 AM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 9:30 AM - 5:00 PM
Sunday: 9:30 AM - 5:00 PM",,Amsterdam Centrum,,1,228,6,5,0,3,4.780105296
coffeecompany,4.2,469,coffee_shop,https://maps.google.com/?cid=17028195090521649387&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Oosterdokskade 137, 1011 DL Amsterdam, Netherlands",52.3758783,4.9076772,"Monday: 8:30 AM - 6:00 PM
Tuesday: 8:30 AM - 6:00 PM
Wednesday: 8:30 AM - 6:00 PM
Thursday: 8:30 AM - 6:00 PM
Friday: 8:30 AM - 6:00 PM
Saturday: 8:30 AM - 6:00 PM
Sunday: 8:30 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Centrum,18,1,258,129,41,13,28,4.130293420489769
Lunchcafé Waterloo,4.7,774,cafe,https://maps.google.com/?cid=5520189522308587174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Waterlooplein 181, 1011 PG Amsterdam, Netherlands",52.36842600000001,4.902717000000001,"Monday: 7:00 AM - 8:00 PM
Tuesday: 7:00 AM - 8:00 PM
Wednesday: 7:00 AM - 8:00 PM
Thursday: 7:00 AM - 8:00 PM
Friday: 7:00 AM - 8:00 PM
Saturday: 7:00 AM - 8:00 PM
Sunday: 9:00 AM - 6:00 PM",2025-10-21T18:00:00Z,Amsterdam Centrum,20,1,612,104,28,13,17,4.595386800356464
Koffie Academie,4.6,872,cafe,https://maps.google.com/?cid=17553798295527386772&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Overtoom 95, 1054 HD Amsterdam, Netherlands",52.362382999999994,4.8746811,"Monday: 8:30 AM - 4:00 PM
Tuesday: 8:30 AM - 4:00 PM
Wednesday: 8:30 AM - 4:00 PM
Thursday: 8:30 AM - 4:00 PM
Friday: 8:30 AM - 4:00 PM
Saturday: 9:00 AM - 4:00 PM
Sunday: 9:00 AM - 4:00 PM",,Amsterdam Centrum,,1,673,139,30,11,19,4.592244865647022
Bakers & Roasters,4.6,2172,brunch_restaurant,https://maps.google.com/?cid=10515423994606683883&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Kadijksplein 16, 1018 AC Amsterdam, Netherlands",52.3701953,4.9126142,"Monday: 8:30 AM - 3:00 PM
Tuesday: 8:30 AM - 3:00 PM
Wednesday: 8:30 AM - 3:00 PM
Thursday: 8:30 AM - 3:00 PM
Friday: 8:30 AM - 3:00 PM
Saturday: 8:30 AM - 4:00 PM
Sunday: 8:30 AM - 4:00 PM",,Amsterdam Centrum,,1,1633,308,108,42,81,4.514120730858262
Moods Coffee Corner,4.7,829,breakfast_restaurant,https://maps.google.com/?cid=16500492570205299249&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Lindengracht 249, 1015 KH Amsterdam, Netherlands",52.379482499999995,4.8806432,"Monday: 8:00 AM - 3:00 PM
Tuesday: 8:00 AM - 3:00 PM
Wednesday: 8:00 AM - 3:00 PM
Thursday: 8:00 AM - 3:00 PM
Friday: 8:00 AM - 3:00 PM
Saturday: 8:00 AM - 4:00 PM
Sunday: 9:00 AM - 3:00 PM",,Amsterdam Centrum,,1,665,107,38,11,8,4.649352805807434
Cafe Eik en Linde,4.6,591,pub,https://maps.google.com/?cid=6282465434136938778&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Plantage Middenlaan 22A, 1018 DE Amsterdam, Netherlands",52.3665047,4.9108772,"Monday: 11:00 AM - 12:00 AM
Tuesday: 11:00 AM - 1:00 AM
Wednesday: 11:00 AM - 1:00 AM
Thursday: 11:00 AM - 1:00 AM
Friday: 11:00 AM - 2:00 AM
Saturday: 2:00 PM - 2:00 AM
Sunday: Closed",2025-10-21T23:00:00Z,Amsterdam Centrum,1,0,399,159,28,4,1,4.551418427709364
Rum Baba,4.7,441,food,https://maps.google.com/?cid=6154861780410789025&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Elandsgracht 134, 1016 VC Amsterdam, Netherlands",52.3691337,4.8787234,"Monday: 8:00 AM - 4:30 PM
Tuesday: 8:00 AM - 4:30 PM
Wednesday: 8:00 AM - 4:30 PM
Thursday: 8:00 AM - 4:30 PM
Friday: 8:00 AM - 4:30 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM",2025-10-21T14:30:00Z,Amsterdam Centrum,16,1,362,39,25,8,7,4.597228693351809
Cafe Tisfris,4.3,925,diner,https://maps.google.com/?cid=14042588722531497576&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Sint Antoniesbreestraat 142, 1011 HB Amsterdam, Netherlands",52.3696321,4.9007912,"Monday: 9:00 AM - 6:00 PM
Tuesday: 9:00 AM - 6:00 PM
Wednesday: 9:00 AM - 6:00 PM
Thursday: 9:00 AM - 8:00 PM
Friday: 9:00 AM - 8:00 PM
Saturday: 9:00 AM - 8:00 PM
Sunday: 9:00 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Centrum,18,1,512,290,79,18,26,4.287292402816675
Morning Owl Coffee,5,228,food_store,https://maps.google.com/?cid=13580925427866679869&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Zeedijk 71, 1012 AS Amsterdam, Netherlands",52.3746793,4.900868399999999,"Monday: Closed
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 9:00 AM - 4:00 PM
Sunday: 9:00 AM - 4:00 PM",,Amsterdam Centrum,,1,222,4,2,0,0,4.877715783715904
Caffènation Amsterdam,4.6,886,coffee_shop,https://maps.google.com/?cid=12794073776530560271&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Warmondstraat 120, 1058 KZ Amsterdam, Netherlands",52.354718,4.8493189999999995,"Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM",2025-10-21T15:00:00Z,Amsterdam Centrum,17,1,690,112,44,21,19,4.560244720714801
Luuk's Coffee Vijzelgracht,4.7,299,coffee_shop,https://maps.google.com/?cid=4240338882888545458&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Vijzelgracht 49, 1017 HP Amsterdam, Netherlands",52.360563500000005,4.8914177,"Monday: 7:30 AM - 4:30 PM
Tuesday: 7:30 AM - 4:30 PM
Wednesday: 7:30 AM - 4:30 PM
Thursday: 7:30 AM - 4:30 PM
Friday: 7:30 AM - 4:30 PM
Saturday: 8:30 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM",2025-10-21T14:30:00Z,Amsterdam Centrum,16,1,254,16,11,8,10,4.540787082223791
The Bulldog Mack,4.2,2932,cafe,https://maps.google.com/?cid=11995537173612307485&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Oudezijds Voorburgwal 132, 1012 GH Amsterdam, Netherlands",52.3732681,4.8971443,"Monday: 9:00 AM - 1:00 AM
Tuesday: 9:00 AM - 1:00 AM
Wednesday: 9:00 AM - 1:00 AM
Thursday: 9:00 AM - 1:00 AM
Friday: 9:00 AM - 2:00 AM
Saturday: 9:00 AM - 2:00 AM
Sunday: 9:00 AM - 1:00 AM",2025-10-21T23:00:00Z,Amsterdam Centrum,1,0,1709,665,282,71,205,4.190965565882071
NAKED | Amsterdam,3.8,1264,restaurant,https://maps.google.com/?cid=8802444225736300020&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Dam 10, 1012 NP Amsterdam, Netherlands",52.3736185,4.8923282,"Monday: 9:00 AM - 6:00 PM
Tuesday: 9:00 AM - 6:00 PM
Wednesday: 9:00 AM - 6:00 PM
Thursday: 9:00 AM - 8:00 PM
Friday: 9:00 AM - 9:00 PM
Saturday: 9:00 AM - 9:00 PM
Sunday: 9:00 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Centrum,18,1,604,248,116,85,211,3.6779214591598524
SAINT-JEAN Bakery,4.4,2599,bakery,https://maps.google.com/?cid=1072463508424207136&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Lindengracht 158h, 1015 KK Amsterdam, Netherlands",52.3803056,4.884282400000001,"Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM",2025-10-21T15:00:00Z,Amsterdam Centrum,17,1,1856,331,184,101,127,4.380722250361249
Coffee Shop,4.5,96,coffee_shop,https://maps.google.com/?cid=3497098841906748640&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Utrechtsestraat 27HS, 1017 VH Amsterdam, Netherlands",52.364776199999994,4.8980473,"Monday: 8:00 AM - 11:30 PM
Tuesday: 8:00 AM - 11:30 PM
Wednesday: 8:00 AM - 11:30 PM
Thursday: 8:00 AM - 11:30 PM
Friday: 8:00 AM - 11:30 PM
Saturday: 8:00 AM - 11:30 PM
Sunday: 8:00 AM - 11:30 PM",2025-10-21T21:30:00Z,Amsterdam Centrum,23,1,70,16,3,1,6,4.231538209680747
Concerto Koffie,4.6,779,coffee_shop,https://maps.google.com/?cid=6652956399749714384&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Utrechtsestraat 52, 1017 VP Amsterdam, Netherlands",52.363448899999995,4.898373800000001,"Monday: 12:00 - 6:00 PM
Tuesday: 10:00 AM - 6:00 PM
Wednesday: 10:00 AM - 6:00 PM
Thursday: 10:00 AM - 6:00 PM
Friday: 10:00 AM - 6:00 PM
Saturday: 10:00 AM - 6:00 PM
Sunday: 12:00 - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Centrum,18,1,558,177,29,6,9,4.576192620580834
Barney's Coffeeshop Amsterdam THC Cannabis Dispensary,4.6,4845,store,https://maps.google.com/?cid=16644677838783126486&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Haarlemmerstraat 102, 1013 EW Amsterdam, Netherlands",52.3806892,4.8908553,"Monday: 9:00 AM - 1:00 AM
Tuesday: 9:00 AM - 1:00 AM
Wednesday: 9:00 AM - 1:00 AM
Thursday: 9:00 AM - 1:00 AM
Friday: 9:00 AM - 1:00 AM
Saturday: 9:00 AM - 1:00 AM
Sunday: 9:00 AM - 1:00 AM",2025-10-21T23:00:00Z,Amsterdam Centrum,1,0,3590,793,231,85,146,4.544846086338691
Coffee and Bakery,4.3,130,coffee_shop,https://maps.google.com/?cid=12536398340094219003&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Rokin 65, 1012 KK Amsterdam, Netherlands",52.3709031,4.8931192999999995,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Centrum,18,1,89,16,8,7,10,4.055431342805836
Coffee & Bites,4.6,680,breakfast_restaurant,https://maps.google.com/?cid=5284912426198355488&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Plantage Middenlaan 44-HS, 1018 DH Amsterdam, Netherlands",52.365945499999995,4.9125043999999995,"Monday: 8:30 AM - 4:00 PM
Tuesday: 8:30 AM - 4:00 PM
Wednesday: 8:30 AM - 4:00 PM
Thursday: 8:30 AM - 4:00 PM
Friday: 8:30 AM - 4:00 PM
Saturday: 8:30 AM - 4:00 PM
Sunday: 8:30 AM - 4:00 PM",,Amsterdam Centrum,,1,533,72,31,15,29,4.491554531408236
Bakhuys Amsterdam,4.4,2246,bakery,https://maps.google.com/?cid=9585042363666602120&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Sarphatistraat 61, 1018 EX Amsterdam, Netherlands",52.3611217,4.9068606,"Monday: 7:00 AM - 5:00 PM
Tuesday: 7:00 AM - 5:00 PM
Wednesday: 7:00 AM - 5:00 PM
Thursday: 7:00 AM - 5:00 PM
Friday: 7:00 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM",2025-10-21T15:00:00Z,Amsterdam Centrum,17,1,1482,505,117,68,74,4.411504592189378
Bruincafé 't Centrum,4.3,680,cafe,https://maps.google.com/?cid=8242412125038993210&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Rembrandtplein 4, 1017 CV Amsterdam, Netherlands",52.366111100000005,4.8955556,"Monday: 8:00 AM - 1:00 AM
Tuesday: 8:00 AM - 1:00 AM
Wednesday: 8:00 AM - 1:00 AM
Thursday: 8:00 AM - 1:00 AM
Friday: 8:00 AM - 3:00 AM
Saturday: 8:00 AM - 3:00 AM
Sunday: 8:00 AM - 1:00 AM",2025-10-21T23:00:00Z,Amsterdam Centrum,1,0,394,190,57,12,27,4.268538031671396
Hoi Tin Cafe,4.6,84,coffee_shop,https://maps.google.com/?cid=12340385332424027299&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Zeedijk 119, 1012 AW Amsterdam, Netherlands",52.3735145,4.9002758,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Centrum,18,1,68,7,4,3,2,4.351084898113645
Espressobar Puccini,4.6,697,coffee_shop,https://maps.google.com/?cid=1226885909086493385&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Staalstraat 21, 1011 JK Amsterdam, Netherlands",52.3682346,4.898634299999999,"Monday: 8:30 AM - 5:00 PM
Tuesday: 8:30 AM - 5:00 PM
Wednesday: 8:30 AM - 5:00 PM
Thursday: 8:30 AM - 5:00 PM
Friday: 8:30 AM - 5:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM",2025-10-21T15:00:00Z,Amsterdam Centrum,17,1,506,129,30,11,21,4.493695531668201
Coffee gallery,4.3,46,coffee_shop,https://maps.google.com/?cid=17821040503290335270&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Nieuwendijk 185, 1012 MG Amsterdam, Netherlands",52.3748618,4.8942647,,,Amsterdam Centrum,,1,28,11,2,2,3,3.8725417382739225
BLCK. Coffee and The Masters,4.6,343,coffee_shop,https://maps.google.com/?cid=12299995865173639631&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Claude Debussylaan 269, 1082 MC Amsterdam, Netherlands",52.337189599999995,4.869553499999999,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM",2025-10-21T16:00:00Z,Amsterdam Zuid,18,1,255,51,21,10,6,4.469601889180037
Coffeeshop Relax,4.9,1002,store,https://maps.google.com/?cid=13214898741833130802&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Vechtstraat 9HS, 1078 RE Amsterdam, Netherlands",52.3484609,4.9056009,"Monday: 8:00 AM - 1:00 AM
Tuesday: 8:00 AM - 1:00 AM
Wednesday: 8:00 AM - 1:00 AM
Thursday: 8:00 AM - 1:00 AM
Friday: 8:00 AM - 1:00 AM
Saturday: 8:00 AM - 1:00 AM
Sunday: 8:00 AM - 1:00 AM",2025-10-21T23:00:00Z,Amsterdam Zuid,1,0,922,51,12,5,13,4.824022494851917
The Block Coffee,4.5,266,coffee_shop,https://maps.google.com/?cid=9179744765711454160&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Gaasterlandstraat 401, 1079 RH Amsterdam, Netherlands",52.33764250000001,4.8934371,"Monday: 8:00 AM - 8:00 PM
Tuesday: 8:00 AM - 8:00 PM
Wednesday: 8:00 AM - 8:00 PM
Thursday: 8:00 AM - 8:00 PM
Friday: 8:00 AM - 8:00 PM
Saturday: 9:00 AM - 8:00 PM
Sunday: 9:00 AM - 8:00 PM",2025-10-21T18:00:00Z,Amsterdam Zuid,20,1,195,31,20,10,10,4.336344187858721
LOT61 Coffee Roasters,4.6,390,food_store,https://maps.google.com/?cid=3942278878523549612&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Hendrik Jacobszstraat 18, 1075 PD Amsterdam, Netherlands",52.3515355,4.8602111,"Monday: 7:30 AM - 5:00 PM
Tuesday: 7:30 AM - 5:00 PM
Wednesday: 7:30 AM - 5:00 PM
Thursday: 7:30 AM - 5:00 PM
Friday: 7:30 AM - 5:00 PM
Saturday: 8:30 AM - 5:00 PM
Sunday: 8:30 AM - 5:00 PM",2025-10-21T15:00:00Z,Amsterdam Zuid,17,1,312,36,15,13,14,4.484386097503329
Social Coffee,4.7,83,coffee_shop,https://maps.google.com/?cid=17290173978819237237&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Rijnstraat 165, 1079 HD Amsterdam, Netherlands",52.3424455,4.9070026,"Monday: 9:00 AM - 5:30 PM
Tuesday: 9:00 AM - 5:30 PM
Wednesday: 9:00 AM - 5:30 PM
Thursday: 9:00 AM - 5:30 PM
Friday: 9:00 AM - 5:30 PM
Saturday: 10:00 AM - 5:00 PM
Sunday: 10:00 AM - 5:30 PM",2025-10-21T15:30:00Z,Amsterdam Zuid,17,1,71,8,1,0,3,4.471317677493612
Wakuli specialty coffee bar,4.6,82,food_store,https://maps.google.com/?cid=2082632870686034751&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Amstelveenseweg 210, 1075 XS Amsterdam, Netherlands",52.351508499999994,4.8559569,"Monday: 7:00 AM - 6:00 PM
Tuesday: 7:00 AM - 6:00 PM
Wednesday: 7:00 AM - 6:00 PM
Thursday: 7:00 AM - 6:00 PM
Friday: 7:00 AM - 6:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Zuid,18,1,66,7,2,4,3,4.288862081230414
Coffee District Buitenveldert,4.7,185,coffee_shop,https://maps.google.com/?cid=9468763895476653539&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Buitenveldertselaan 98, 1081 AB Amsterdam, Netherlands",52.3271221,4.868344899999999,"Monday: 7:30 AM - 4:30 PM
Tuesday: 7:30 AM - 4:30 PM
Wednesday: 7:30 AM - 4:30 PM
Thursday: 7:30 AM - 4:30 PM
Friday: 7:30 AM - 4:30 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM",2025-10-21T14:30:00Z,Amsterdam Zuid,16,1,153,15,11,1,5,4.524719529506182
Doppio Espresso Amsterdam Zuidas,4.5,305,coffee_shop,https://maps.google.com/?cid=10398503762603759925&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Gustav Mahlerlaan 16, 1082 LS Amsterdam, Netherlands",52.336807699999994,4.8727225999999995,"Monday: 7:45 AM - 6:30 PM
Tuesday: 7:45 AM - 6:30 PM
Wednesday: 7:45 AM - 6:30 PM
Thursday: 7:45 AM - 6:30 PM
Friday: 7:45 AM - 6:30 PM
Saturday: Closed
Sunday: Closed",2025-10-21T16:30:00Z,Amsterdam Zuid,18,1,201,78,18,5,3,4.437855390985134
Sol coffee bar,4.9,95,coffee_shop,https://maps.google.com/?cid=10554578787134788814&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Tweede Sweelinckstraat 6, 1073 EH Amsterdam, Netherlands",52.3537798,4.8992785,"Monday: Closed
Tuesday: Closed
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM",,Amsterdam Zuid,,1,91,3,0,0,1,4.718513875569226
Buno Coffee Hoofddorpplein,4.7,427,coffee_shop,https://maps.google.com/?cid=5196363899598440511&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Hoofddorpplein 6H, 1058 PD Amsterdam, Netherlands",52.3513152,4.850585199999999,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Zuid,18,1,331,64,16,12,4,4.571315522202613
Coffee & Coconuts 'Zuidas',4.2,206,coffee_shop,https://maps.google.com/?cid=4306983541103513776&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Gustav Mahlerplein 40, 1082 MA Amsterdam, Netherlands",52.3372535,4.8730334,"Monday: 7:30 AM - 5:00 PM
Tuesday: 7:30 AM - 5:00 PM
Wednesday: 7:30 AM - 5:00 PM
Thursday: 7:30 AM - 5:00 PM
Friday: 7:30 AM - 5:00 PM
Saturday: 9:00 AM - 4:00 PM
Sunday: 9:00 AM - 4:00 PM",2025-10-21T15:00:00Z,Amsterdam Zuid,17,1,117,48,15,12,14,4.008140273805293
